name,amenity,library_id,operator_type,operator,street,housenumber,postcode,city,country,opening_hours,wheelchair_accessible,toilets_wheelchair,level,internet_access,isil_code,email,phone,contact_phone,website,contact_website,final_email,final_phone,website_url,longitude,latitude,geometry,district,neighbourhood,neighbourhood_id,district_id
Bibliothek am Luisenbad,library,102523700,,,Badstraße,39,13357,Berlin,DE,Mo-Fr 10:00-19:30; Sa 10:00-14:00,yes,,,wlan,DE-B788,luisenbad@stb-mitte.de,+49 30 901845610,,https://www.berlin.de/stadtbibliothek-mitte/bibliotheken/bibliothek-am-luisenbad/,,luisenbad@stb-mitte.de,+49 30 901845610,https://www.berlin.de/stadtbibliothek-mitte/bibliotheken/bibliothek-am-luisenbad/,13.37949243896611,52.55364614848344,"POLYGON ((13.3792333 52.5535601, 13.3792317 52.5535531, 13.379235 52.553544, 13.3792464 52.5535367, 13.37926 52.5535331, 13.3792698 52.5535336, 13.3792764 52.5535349, 13.3792821 52.5535332, 13.3792168 52.5534315, 13.3792127 52.5534325, 13.3792097 52.5534274, 13.3792134 52.5534262, 13.3792084 52.5534187, 13.3791976 52.5534099, 13.3791978 52.5534006, 13.37921 52.5533945, 13.3792257 52.5533934, 13.3792846 52.5533793, 13.3793524 52.5534858, 13.3793595 52.5534829, 13.3793765 52.5535069, 13.3794093 52.5535052, 13.3794411 52.5535059, 13.3794754 52.5535087, 13.379473 52.5535171, 13.3795173 52.5535241, 13.3795559 52.5535349, 13.3795764 52.5535138, 13.379615 52.5535288, 13.3796539 52.5535488, 13.379687 52.5535714, 13.3797146 52.5535991, 13.3797367 52.5536288, 13.3797517 52.5536645, 13.3797568 52.5537093, 13.3797414 52.5537562, 13.3797203 52.5537883, 13.3796866 52.5538212, 13.3796559 52.5538076, 13.3796404 52.5538188, 13.3796384 52.5538179, 13.3796164 52.5538316, 13.3795913 52.5538436, 13.3796007 52.5538521, 13.3795467 52.5538716, 13.3795371 52.5538605, 13.3795034 52.5538681, 13.3794473 52.5537852, 13.3794218 52.5537907, 13.3793987 52.5537844, 13.3793829 52.5537573, 13.3793632 52.5537234, 13.3793438 52.5537298, 13.3793092 52.5536761, 13.3793072 52.5536766, 13.3792813 52.5536365, 13.3792478 52.5535845, 13.3792498 52.553584, 13.3792333 52.5535601))",Mitte,Gesundbrunnen,0106,11001001
Stadtteilbibliothek Haselhorst,library,122700497,,,Gartenfelder Straße,104,13599,Berlin,Germany,"Mo,Th 13:00-19:00; Tu,We,Fr 13:00-17:00",,,,,,,,,,,,,,13.239070909532336,52.542934713619566,"POLYGON ((13.2389321 52.5428395, 13.2392456 52.5429219, 13.239271 52.5429703, 13.2392631 52.542983, 13.2392552 52.5429808, 13.2392214 52.5430291, 13.2390863 52.5429917, 13.2390835 52.542997, 13.2389242 52.5429548, 13.2388608 52.542938, 13.2389321 52.5428395))",Spandau,Haselhorst,0502,11005005
Mittelpunktbibliothek,library,139631213,,,Alter Markt,2,12555,Berlin,DE,"Mo,Tu,Th,Fr 10:00-19:00; We 13:00-19:00; Sa 10:00-19:00; PH off",yes,yes,,,,mpb.k@sb-tk.de,+49 30 902973415,,,https://www.berlin.de/stadtbibliothek-treptow-koepenick/bibliotheken/mittelpunktbibliothek-koepenick/,mpb.k@sb-tk.de,+49 30 902973415,https://www.berlin.de/stadtbibliothek-treptow-koepenick/bibliotheken/mittelpunktbibliothek-koepenick/,13.579082682259095,52.44586384159042,"POLYGON ((13.5793625 52.4457935, 13.5793737 52.4457953, 13.5793999 52.4457344, 13.5794103 52.4457102, 13.5793742 52.4457033, 13.5793617 52.4457281, 13.5792419 52.445709, 13.5792166 52.4457678, 13.5792376 52.4457711, 13.579217 52.4458224, 13.5788137 52.445757, 13.5787954 52.4457901, 13.578739 52.4459212, 13.5792711 52.4460061, 13.5793409 52.4458436, 13.5793625 52.4457935))",Treptow-Köpenick,Köpenick,0910,11009009
"Bibliothek für Sozialwissenschaften und Osteuropastudien, Leihstelle",library,183011718,university,Freie Universität Berlin,Garystraße,55,14195,Berlin,DE,,yes,,,,,,,,,,,,,13.276102759667983,52.44940675329772,"POLYGON ((13.2760381 52.4495549, 13.276303 52.4493087, 13.2761811 52.449257, 13.2759001 52.4494964, 13.2760381 52.4495549))",Steglitz-Zehlendorf,Dahlem,0605,11006006
Schiller-Bibliothek,library,362827350,,http://voebb.de,Müllerstraße,149,13353,Berlin,DE,Mo-Fr 10:00-19:30; Sa 10:00-14:00; Su 12:00-18:00,yes,yes,,wlan,DE-B718,,+49 30 9018-456 83,,http://www.berlin.de/stadtbibliothek-mitte/bibliotheken/schiller-bibliothek-mit-hugojugendmedienetage/,,,+49 30 9018-456 83,http://www.berlin.de/stadtbibliothek-mitte/bibliotheken/schiller-bibliothek-mit-hugojugendmedienetage/,13.357348168054127,52.54649547348343,"POLYGON ((13.357553 52.5467151, 13.3572563 52.5465289, 13.3570032 52.5463702, 13.357154 52.5462813, 13.3576804 52.5466115, 13.357644 52.5466329, 13.3576684 52.5466482, 13.3576361 52.5466673, 13.3576114 52.5466518, 13.357583 52.5466685, 13.3576067 52.5466834, 13.357553 52.5467151))",Mitte,Wedding,0105,11001001
Thomas-Dehler-Bibliothek,library,381241376,private_non_profit,Freundeskreis der Thomas-Dehler-Bibliothek e.V.,Martin-Luther-Straße,77,10825,Berlin,DE,Tu-Fr 15:00-19:00; Sa 12:00-14:00,limited,,,,,,,+49 30 902776496,,https://www.berlin.de/stadtbibliothek-tempelhof-schoeneberg/bibliotheken/thomas-dehler-bibliothek/,,+49 30 902776496,https://www.berlin.de/stadtbibliothek-tempelhof-schoeneberg/bibliotheken/thomas-dehler-bibliothek/,13.345738960506555,52.48819866962547,"POLYGON ((13.3455024 52.4882171, 13.3455462 52.4881115, 13.3458233 52.4881544, 13.3458281 52.4881493, 13.3458486 52.4881526, 13.3458675 52.4881557, 13.3458554 52.4881836, 13.3460105 52.4882088, 13.3459623 52.4882777, 13.3458322 52.4882556, 13.3458273 52.4882673, 13.3455024 52.4882171))",Tempelhof-Schöneberg,Schöneberg,0701,11007007
Gottfried-Benn-Bibliothek,library,396710862,government,Bezirksamt Steglitz-Zehlendorf,Nentershäuser Platz,1,14163,Berlin,DE,"Mo-Fr 11:00-19:00; Sa 10:00-14:00; Su, PH off",limited,no,,,DE-B712,,,+49 30 902 995458,https://www.berlin.de/stadtbibliothek-steglitz-zehlendorf/bibliotheken/gottfried-benn-bibliothek/,https://www.berlin.de/stadtbibliothek-steglitz-zehlendorf/bibliotheken/gottfried-benn-bibliothek/,stb.zehlendorf@ba-sz.berlin.de,+49 30 902 995458,https://www.berlin.de/stadtbibliothek-steglitz-zehlendorf/bibliotheken/gottfried-benn-bibliothek/,13.25548152112321,52.43209304344338,"POLYGON ((13.2552337 52.4321958, 13.2553321 52.431926, 13.255446 52.4319414, 13.2554562 52.4319134, 13.2556498 52.4319397, 13.2556368 52.4319753, 13.2556646 52.431979, 13.2556552 52.4320049, 13.2556457 52.432031, 13.2556179 52.4320272, 13.2555822 52.4321248, 13.2557511 52.4321476, 13.25571 52.4322604, 13.2552337 52.4321958))",Steglitz-Zehlendorf,Zehlendorf,0604,11006006
Campusbibliothek,library,412968438,university,Berliner Hochschule für Technik,Luxemburger Straße,"8,9",13353,Berlin,DE,"Mo,We,Fr 10:00-16:00; Tu,Th 10:00-18:00; PH off",yes,,0,wlan,DE-B768,leihfr@bht-berlin.de,+49 30 4504 2507,,https://www.bht-berlin.de/bibliothek,,leihfr@bht-berlin.de,+49 30 4504 2507,https://www.bht-berlin.de/bibliothek,13.354845846765809,52.54505695300942,"POLYGON ((13.3549018 52.544804, 13.3549635 52.5448362, 13.355023 52.5448672, 13.3550103 52.5448762, 13.3550378 52.5448905, 13.3549802 52.5449313, 13.3549924 52.5449377, 13.3549767 52.5449488, 13.3550738 52.5449999, 13.3548986 52.5451243, 13.3550332 52.5451944, 13.3550081 52.5452122, 13.3549346 52.545265, 13.3549075 52.5452836, 13.3548678 52.5452629, 13.3548295 52.5452906, 13.3546763 52.5452131, 13.3546734 52.5451822, 13.3546866 52.5451728, 13.3546678 52.5451633, 13.3546485 52.5451536, 13.3546036 52.545131, 13.3547333 52.545039, 13.3546382 52.5449916, 13.3549018 52.544804))",Mitte,Wedding,0105,11001001
Humboldt-Universität zu Berlin Universitätsbibliothek Zweigbibliothek Theologie,library,569067822,university,Universitätsbibliothek der Humboldt-Universität zu Berlin,Anna-Louisa-Karsch-Straße,1,10178,Berlin,DE,"Mo-Fr 09:00-20:00 || Mo-Fr 09:00-18:00 ""in der vorlesungsfreien Zeit""",yes,,-1;0;1;2;3,wlan,DE-11-133,,,+49 30 2093-91800,,https://www.ub.hu-berlin.de/de/standorte/zwbtheologie,theol@ub.hu-berlin.de,+49 30 2093-91800,https://www.ub.hu-berlin.de/de/standorte/zwbtheologie,13.401370872190125,52.52112137080461,"POLYGON ((13.4011408 52.5212002, 13.4012367 52.5210938, 13.4012557 52.5210727, 13.4012588 52.5210692, 13.4013564 52.520961, 13.4014792 52.5210019, 13.4015314 52.5210193, 13.4016009 52.5210425, 13.4015002 52.5211543, 13.4013854 52.5212818, 13.4013605 52.5212735, 13.4012467 52.5212355, 13.4011408 52.5212002))",Mitte,Mitte,0101,11001001
Bibliothek für Bildungsgeschichtliche Forschung,library,739645082,public,Deutsches Institut für Internationale Pädagogische Forschung (DIPF),Warschauer Straße,34-38,10243,Berlin,DE,Mo-Fr 10:00-18:00,yes,,1,wlan,,info@dipf.de,,+49 3029336012,,https://bbf.dipf.de,info@dipf.de,+49 3029336012,https://bbf.dipf.de,13.447981838976013,52.50513781153201,"POLYGON ((13.4480243 52.5053701, 13.4479733 52.505302, 13.4482343 52.5052249, 13.4482631 52.5052604, 13.4483395 52.5052374, 13.4483715 52.5052278, 13.4484004 52.5052641, 13.4484278 52.505255, 13.4484412 52.5052715, 13.4484993 52.5052539, 13.448254 52.5049388, 13.4481557 52.5049662, 13.4481934 52.5050113, 13.4481737 52.5050171, 13.44808 52.5050446, 13.4481256 52.5051024, 13.447889 52.5051716, 13.4477228 52.504961, 13.4477505 52.5049529, 13.4476889 52.5048721, 13.4474922 52.5049298, 13.4478243 52.5053594, 13.4480243 52.5053701))",Friedrichshain-Kreuzberg,Friedrichshain,0201,11002002
Schulbibliothek Bücherwagen,library,854062274,,Anna-Essinger-Gemeinischaftsschule,Tietzenweg,,12203,Berlin,Germany,,,,,,,,,,,,,,,13.311028463859989,52.43828764128923,"POLYGON ((13.3110957 52.4383059, 13.3110644 52.4383268, 13.3110113 52.4382972, 13.3109612 52.4382694, 13.3109925 52.4382485, 13.3110957 52.4383059))",Steglitz-Zehlendorf,Lichterfelde,0602,11006006
Mittelpunktbibliothek Treptow,library,905949659,public,Verbund der Öffentlichen Bibliotheken Berlins,Michael-Brückner-Straße,9,12439,Berlin,DE,Mo-Tu 10:00-20:00; We 13:00-20:00; Th-Fr 10:00-20:00; Sa 10:00-14:00,yes,,,,DE-B459,,,+49 30 90297 6800,,https://www.berlin.de/stadtbibliothek-treptow-koepenick/bibliotheken/mittelpunktbibliothek-treptow/,mpb.t@sb-tk.de,+49 30 90297 6800,https://www.berlin.de/stadtbibliothek-treptow-koepenick/bibliotheken/mittelpunktbibliothek-treptow/,13.514208765595965,52.45402726670681,"POLYGON ((13.5141828 52.4538179, 13.514313 52.4538895, 13.5144773 52.4540633, 13.5140063 52.4542305, 13.5139468 52.4541971, 13.5139522 52.4541935, 13.5139216 52.4541762, 13.5139448 52.4541605, 13.5139982 52.4541246, 13.51403 52.4541417, 13.5142003 52.4540262, 13.514079 52.4539595, 13.5140205 52.4539276, 13.5141828 52.4538179))",Treptow-Köpenick,Niederschöneweide,0905,11009009
